date,Time,Temp (F),Humidity,Wind Speed,Condition
2/22/2025,2/22/2025 0:00,28.5,87,9.4,3
2/22/2025,2/22/2025 1:00,28,89,14.8,3
2/22/2025,2/22/2025 2:00,28.2,88,11.2,3
2/22/2025,2/22/2025 3:00,28,90,7.6,3
2/22/2025,2/22/2025 4:00,27.6,92,5.5,3
2/22/2025,2/22/2025 5:00,27,94,9.4,3
2/22/2025,2/22/2025 6:00,27.5,92,7.6,3
2/22/2025,2/22/2025 7:00,28,89,7.6,3
2/22/2025,2/22/2025 8:00,28.8,82,5.5,3
2/22/2025,2/22/2025 9:00,30,78,9.4,3
2/22/2025,2/22/2025 10:00,32,71,13,3
2/22/2025,2/22/2025 11:00,33,63,11.2,3
2/22/2025,2/22/2025 12:00,34.5,56,18.4,3
2/22/2025,2/22/2025 13:00,34,56,24.1,3
2/22/2025,2/22/2025 14:00,34,60,14.8,3
2/22/2025,2/22/2025 15:00,34,57,18.4,3
2/22/2025,2/22/2025 16:00,28,70,24.1,25
2/22/2025,2/22/2025 17:00,30.1,73,14.8,25
2/22/2025,2/22/2025 18:00,27.4,86,10.8,25
2/22/2025,2/22/2025 19:00,27,89,7.6,25
2/22/2025,2/22/2025 20:00,26,94,7.6,25
2/22/2025,2/22/2025 21:00,25.4,93,9.4,25
2/22/2025,2/22/2025 22:00,25,94,9.4,25
2/22/2025,2/22/2025 23:00,25,94,7.6,25
2/23/2025,2/23/2025 0:00,25,94,3.6,25
2/23/2025,2/23/2025 1:00,25,94,3.6,25
2/23/2025,2/23/2025 2:00,25,94,5.4,25
2/23/2025,2/23/2025 3:00,25.5,93,9.4,25
2/23/2025,2/23/2025 4:00,25,94,11.2,25
2/23/2025,2/23/2025 5:00,25,94,3.6,25
2/23/2025,2/23/2025 6:00,25.6,91,0,25
2/23/2025,2/23/2025 7:00,26,89,7.6,25
2/23/2025,2/23/2025 8:00,27,89,9.4,18
2/23/2025,2/23/2025 9:00,28,85,16.6,5
2/23/2025,2/23/2025 10:00,29,79,7.6,5
2/23/2025,2/23/2025 11:00,30,75,7.6,3
2/23/2025,2/23/2025 12:00,30.6,74,7.6,3
2/23/2025,2/23/2025 13:00,32,67,7.6,3
2/23/2025,2/23/2025 14:00,31,71,7.6,3
2/23/2025,2/23/2025 15:00,30.8,73,13,3
2/23/2025,2/23/2025 16:00,30,75,13,3
2/23/2025,2/23/2025 17:00,29,79,11.2,3
2/23/2025,2/23/2025 18:00,29,79,7.6,3
2/23/2025,2/23/2025 19:00,28,84,5.4,3
2/23/2025,2/23/2025 20:00,28,84,3.6,3
2/23/2025,2/23/2025 21:00,27.5,91,5.4,3
2/23/2025,2/23/2025 22:00,27.4,91,5.4,3
2/23/2025,2/23/2025 23:00,27,94,5.4,3
2/24/2025,2/24/2025 0:00,27.3,92,5.4,3
2/24/2025,2/24/2025 1:00,27,94,7.6,3
2/24/2025,2/24/2025 2:00,27,94,5.4,3
2/24/2025,2/24/2025 3:00,26.8,94,0,18
2/24/2025,2/24/2025 4:00,27,94,3.6,3
2/24/2025,2/24/2025 5:00,27,94,3.6,3
2/24/2025,2/24/2025 6:00,26.4,94,0,5
2/24/2025,2/24/2025 7:00,27,94,3.6,5
2/24/2025,2/24/2025 8:00,28,89,7.6,5
2/24/2025,2/24/2025 9:00,30.4,79,7.6,3
2/24/2025,2/24/2025 10:00,31,75,9.4,3
2/24/2025,2/24/2025 11:00,32,67,13,3
2/24/2025,2/24/2025 12:00,32.6,66,13,3
2/24/2025,2/24/2025 13:00,33,63,16.6,3
2/24/2025,2/24/2025 14:00,34,60,22.3,3
2/24/2025,2/24/2025 15:00,34,61,25.9,3
2/24/2025,2/24/2025 16:00,33,63,20.5,3
2/24/2025,2/24/2025 17:00,32,67,20.5,3
2/24/2025,2/24/2025 18:00,30,76,22.3,3
2/24/2025,2/24/2025 19:00,29,84,16.6,3
2/24/2025,2/24/2025 20:00,28,89,16.6,3
2/24/2025,2/24/2025 21:00,28.2,86,13,3
2/24/2025,2/24/2025 22:00,28,89,13,3
2/24/2025,2/24/2025 23:00,28,89,11.2,3
2/25/2025,2/25/2025 0:00,27.6,89,14.8,3
2/25/2025,2/25/2025 1:00,27,94,11.2,3
2/25/2025,2/25/2025 2:00,27,94,3.6,3
2/25/2025,2/25/2025 3:00,27,92,0,3
2/25/2025,2/25/2025 4:00,27,94,0,3
2/25/2025,2/25/2025 5:00,27,89,0,3
2/25/2025,2/25/2025 6:00,26.5,93,0,3
2/25/2025,2/25/2025 7:00,27,94,3.6,3
2/25/2025,2/25/2025 8:00,28,89,9.4,3
2/25/2025,2/25/2025 9:00,30,79,13,3
2/25/2025,2/25/2025 10:00,32,71,14.8,3
2/25/2025,2/25/2025 11:00,33,67,14.8,3
2/25/2025,2/25/2025 12:00,34,60,16.6,3
2/25/2025,2/25/2025 13:00,33,61,13,3
2/25/2025,2/25/2025 14:00,33,63,22.3,3
2/25/2025,2/25/2025 15:00,26.2,90,37.1,3
2/25/2025,2/25/2025 16:00,26,94,13,3
2/25/2025,2/25/2025 17:00,28,89,16.6,3
2/25/2025,2/25/2025 18:00,28.4,85,18.4,3
2/25/2025,2/25/2025 19:00,28,89,9.4,3
2/25/2025,2/25/2025 20:00,28,89,9.4,3
2/25/2025,2/25/2025 21:00,27.8,88,7.6,3
2/25/2025,2/25/2025 22:00,28,89,11.2,18
2/25/2025,2/25/2025 23:00,27,94,11.2,18
2/26/2025,2/26/2025 0:00,27,94,9.4,18
2/26/2025,2/26/2025 1:00,27,94,5.4,18
2/26/2025,2/26/2025 2:00,27,94,3.6,18
2/26/2025,2/26/2025 3:00,26.7,94,7.6,18
2/26/2025,2/26/2025 4:00,26,100,3.6,18
2/26/2025,2/26/2025 5:00,26,100,7.6,25
2/26/2025,2/26/2025 6:00,26.4,96,9.4,25
2/26/2025,2/26/2025 7:00,27,94,7.6,25
2/26/2025,2/26/2025 8:00,28,89,9.4,5
2/26/2025,2/26/2025 9:00,29.2,80,7.4,3
2/26/2025,2/26/2025 10:00,29,84,5.4,5
2/26/2025,2/26/2025 11:00,30,75,18.4,5
2/26/2025,2/26/2025 12:00,29.5,75,13,5
2/26/2025,2/26/2025 13:00,31,63,11.2,5
2/26/2025,2/26/2025 14:00,30,66,5.4,5
2/26/2025,2/26/2025 15:00,30.4,66,13,5
2/26/2025,2/26/2025 16:00,29,66,13,5
2/26/2025,2/26/2025 17:00,29,70,18.4,3
2/26/2025,2/26/2025 18:00,28,78,13,3
2/26/2025,2/26/2025 19:00,27,89,11.2,3
2/26/2025,2/26/2025 20:00,27,89,5.4,3
2/26/2025,2/26/2025 21:00,27,88,11.2,3
2/26/2025,2/26/2025 22:00,27,89,11.2,2
2/26/2025,2/26/2025 23:00,27,89,7.6,2
2/27/2025,2/27/2025 0:00,26.7,90,0,2
2/27/2025,2/27/2025 1:00,26,94,3.6,3
2/27/2025,2/27/2025 2:00,26,94,3.6,3
2/27/2025,2/27/2025 3:00,26,93,0,3
2/27/2025,2/27/2025 4:00,26,94,5.4,2
2/27/2025,2/27/2025 5:00,25,94,5.4,3
2/27/2025,2/27/2025 6:00,25.4,94,9.4,3
2/27/2025,2/27/2025 7:00,26,94,5.4,5
2/27/2025,2/27/2025 8:00,27,89,5.4,5
2/27/2025,2/27/2025 9:00,28.7,83,9.4,5
2/27/2025,2/27/2025 10:00,30,79,5.4,5
2/27/2025,2/27/2025 11:00,32,67,5.4,3
2/27/2025,2/27/2025 12:00,33.2,60,7.6,3
2/27/2025,2/27/2025 13:00,34,56,11.2,3
2/27/2025,2/27/2025 14:00,33,59,14.8,3
2/27/2025,2/27/2025 15:00,32.4,62,11.2,3
2/27/2025,2/27/2025 16:00,32,63,14.8,3
2/27/2025,2/27/2025 17:00,31,71,13,3
2/27/2025,2/27/2025 18:00,29.8,76,11.2,3
2/27/2025,2/27/2025 19:00,28.8,83,13,3
2/27/2025,2/27/2025 20:00,29,84,9.4,3
2/27/2025,2/27/2025 21:00,28.5,84,7.6,3
2/27/2025,2/27/2025 22:00,29,79,9.4,3
2/27/2025,2/27/2025 23:00,28,89,5.4,2
2/28/2025,2/28/2025 0:00,28.2,87,7.6,2
2/28/2025,2/28/2025 1:00,28,89,3.6,2
2/28/2025,2/28/2025 2:00,28,89,3.6,2
2/28/2025,2/28/2025 3:00,27.5,90,0,2
2/28/2025,2/28/2025 4:00,27,94,3.6,3
2/28/2025,2/28/2025 5:00,27,89,3.6,3
2/28/2025,2/28/2025 6:00,26.8,94,0,3
2/28/2025,2/28/2025 7:00,27,89,3.6,5
2/28/2025,2/28/2025 8:00,28,89,5.4,5
2/28/2025,2/28/2025 9:00,30,84,7.6,3
2/28/2025,2/28/2025 10:00,31,75,3.6,3
2/28/2025,2/28/2025 11:00,32,71,5.4,3
2/28/2025,2/28/2025 12:00,32,67,19,3
2/28/2025,2/28/2025 13:00,30,75,6,3
2/28/2025,2/28/2025 14:00,31,71,15,3
2/28/2025,2/28/2025 15:00,31,75,15,3
2/28/2025,2/28/2025 16:00,30,79,13,25
2/28/2025,2/28/2025 17:00,29,79,17,25
2/28/2025,2/28/2025 18:00,29,79,11,25
2/28/2025,2/28/2025 19:00,29,84,11,3
2/28/2025,2/28/2025 20:00,29,84,11.2,3
2/28/2025,2/28/2025 21:00,28.4,90,7.6,3
2/28/2025,2/28/2025 22:00,28,94,5.4,2
2/28/2025,2/28/2025 23:00,28,89,3.6,2
3/1/2025,3/1/2025 0:00,27.9,91,0,2
3/1/2025,3/1/2025 1:00,28,89,5.4,2
3/1/2025,3/1/2025 2:00,27,94,3.6,2
3/1/2025,3/1/2025 3:00,27.1,93,0,2
3/1/2025,3/1/2025 4:00,27,94,3.6,2
3/1/2025,3/1/2025 5:00,27,89,5.4,2
3/1/2025,3/1/2025 6:00,26.3,94,0,3
3/1/2025,3/1/2025 7:00,27,94,5.4,3
3/1/2025,3/1/2025 8:00,28,89,5.4,5
3/1/2025,3/1/2025 9:00,29.5,83,7.6,3
3/1/2025,3/1/2025 10:00,31,75,7.6,3
3/1/2025,3/1/2025 11:00,32,71,11.2,3
3/1/2025,3/1/2025 12:00,32.6,67,11.2,3
3/1/2025,3/1/2025 13:00,32,71,13,3
3/1/2025,3/1/2025 14:00,34,63,18.4,3
3/1/2025,3/1/2025 15:00,34.2,60,24.1,3
3/1/2025,3/1/2025 16:00,33,67,22.3,3
3/1/2025,3/1/2025 17:00,31,75,20.5,3
3/1/2025,3/1/2025 18:00,30,80,9.4,3
3/1/2025,3/1/2025 19:00,29,84,14.8,3
3/1/2025,3/1/2025 20:00,29,84,11.2,3
3/1/2025,3/1/2025 21:00,29,84,11.2,3
3/1/2025,3/1/2025 22:00,29,84,7.6,2
3/1/2025,3/1/2025 23:00,28,89,11.2,2
3/2/2025,3/2/2025 0:00,28.2,88,13,2
3/2/2025,3/2/2025 1:00,28,89,11.2,2
3/2/2025,3/2/2025 2:00,28,89,9.4,2
3/2/2025,3/2/2025 3:00,27.6,92,7.6,2
3/2/2025,3/2/2025 4:00,27,94,0,3
3/2/2025,3/2/2025 5:00,27,94,0,3
3/2/2025,3/2/2025 6:00,27,92,0,3
3/2/2025,3/2/2025 7:00,28,89,5.4,3
3/2/2025,3/2/2025 8:00,29,89,7.6,3
3/2/2025,3/2/2025 9:00,30,82,9.4,3
3/2/2025,3/2/2025 10:00,31,75,11.2,3
3/2/2025,3/2/2025 11:00,32,71,11.2,3
3/2/2025,3/2/2025 12:00,33.8,61,13,3
3/2/2025,3/2/2025 13:00,34,60,13,3
3/2/2025,3/2/2025 14:00,33,63,18.4,3
3/2/2025,3/2/2025 15:00,33,63,20.5,3
3/2/2025,3/2/2025 16:00,32,67,22.3,3
3/2/2025,3/2/2025 17:00,30,79,24.1,3
3/2/2025,3/2/2025 18:00,29.8,78,20.5,3
3/2/2025,3/2/2025 19:00,30,79,17,3
3/2/2025,3/2/2025 20:00,29,84,14.8,3
3/2/2025,3/2/2025 21:00,29.2,81,13,3
3/2/2025,3/2/2025 22:00,29,84,14.8,3
3/2/2025,3/2/2025 23:00,29,84,9.4,3
3/3/2025,3/3/2025 0:00,28.5,88,5.4,3
3/3/2025,3/3/2025 1:00,29,84,7.6,3
3/3/2025,3/3/2025 2:00,28,94,5.4,3
3/3/2025,3/3/2025 3:00,28,92,5.4,3
3/3/2025,3/3/2025 4:00,28,89,7.6,2
3/3/2025,3/3/2025 5:00,27,94,7.6,2
3/3/2025,3/3/2025 6:00,27.5,92,7.6,3
3/3/2025,3/3/2025 7:00,28,94,5.4,3
3/3/2025,3/3/2025 8:00,29,89,9.4,3
3/3/2025,3/3/2025 9:00,30.2,79,11.2,3
3/3/2025,3/3/2025 10:00,31,75,9.4,3
3/3/2025,3/3/2025 11:00,33,63,11.2,3
3/3/2025,3/3/2025 12:00,34,60,14.8,3
3/3/2025,3/3/2025 13:00,35,56,11.2,3
3/3/2025,3/3/2025 14:00,33,63,11.2,3
3/3/2025,3/3/2025 15:00,33.5,62,11.2,3
3/3/2025,3/3/2025 16:00,33,63,18.4,25
3/3/2025,3/3/2025 17:00,31,75,18.4,25
3/3/2025,3/3/2025 18:00,30.4,79,24.1,3
3/3/2025,3/3/2025 19:00,29,84,14.8,3
3/3/2025,3/3/2025 20:00,29,84,16.6,3
3/3/2025,3/3/2025 21:00,29,83,14.8,3
3/3/2025,3/3/2025 22:00,29,84,9.4,3
3/3/2025,3/3/2025 23:00,29,84,13,18
3/4/2025,3/4/2025 0:00,28.5,87,7.6,18
3/4/2025,3/4/2025 1:00,28,89,7.6,18
3/4/2025,3/4/2025 2:00,28,89,14.8,18
3/4/2025,3/4/2025 3:00,28.4,86,0,18
3/4/2025,3/4/2025 4:00,28,89,9.4,18
3/4/2025,3/4/2025 5:00,28,89,9.4,3
3/4/2025,3/4/2025 6:00,28,90,7.6,3
3/4/2025,3/4/2025 7:00,28,94,7.6,3
3/4/2025,3/4/2025 8:00,30,84,13,3
3/4/2025,3/4/2025 9:00,30.3,79,11.2,3
3/4/2025,3/4/2025 10:00,31,75,9.4,3
3/4/2025,3/4/2025 11:00,32,71,11.2,3
3/4/2025,3/4/2025 12:00,32.5,65,14.8,3
3/4/2025,3/4/2025 13:00,33,63,18.4,3
3/4/2025,3/4/2025 14:00,33,67,18.4,3
3/4/2025,3/4/2025 15:00,28.9,90,20.5,3
3/4/2025,3/4/2025 16:00,32,67,33.5,3
3/4/2025,3/4/2025 17:00,31,75,22.3,3
3/4/2025,3/4/2025 18:00,30,78,13,3
3/4/2025,3/4/2025 19:00,29,84,11.2,3
3/4/2025,3/4/2025 20:00,29,84,7.6,3
3/4/2025,3/4/2025 21:00,29,85,14.8,3
3/4/2025,3/4/2025 22:00,29,84,7.6,3
3/4/2025,3/4/2025 23:00,29,84,11.2,3
3/5/2025,3/5/2025 0:00,28.7,86,11.2,3
3/5/2025,3/5/2025 1:00,29,84,7.6,3
3/5/2025,3/5/2025 2:00,29,84,5.4,3
3/5/2025,3/5/2025 3:00,28.3,88,9.4,3
3/5/2025,3/5/2025 4:00,28,89,7.6,2
3/5/2025,3/5/2025 5:00,28,89,7.6,3
3/5/2025,3/5/2025 6:00,28,88,9.4,3
3/5/2025,3/5/2025 7:00,28,89,5.4,3
3/5/2025,3/5/2025 8:00,29,84,7.6,3
3/5/2025,3/5/2025 9:00,30,79,9.4,3
3/5/2025,3/5/2025 10:00,30.8,76,13,3
3/5/2025,3/5/2025 11:00,33,67,9.4,3
3/5/2025,3/5/2025 12:00,33.6,61,22.3,3
3/5/2025,3/5/2025 13:00,33,63,18.4,3
3/5/2025,3/5/2025 14:00,34,63,13,3
3/5/2025,3/5/2025 15:00,32.4,68,18.4,3
3/5/2025,3/5/2025 16:00,31,75,22.3,3
3/5/2025,3/5/2025 17:00,30,75,13,3
3/5/2025,3/5/2025 18:00,29.5,79,11.2,3
3/5/2025,3/5/2025 19:00,29,79,9.4,3
3/5/2025,3/5/2025 20:00,29,84,5.4,3
3/5/2025,3/5/2025 21:00,28.5,83,5.4,3
3/5/2025,3/5/2025 22:00,28,84,9.4,25
3/5/2025,3/5/2025 23:00,28,79,7.6,25
3/6/2025,3/6/2025 0:00,28,83,11.2,25
3/6/2025,3/6/2025 1:00,28,84,9.4,25
3/6/2025,3/6/2025 2:00,28,84,7.6,25
3/6/2025,3/6/2025 3:00,27.3,88,7.6,18
3/6/2025,3/6/2025 4:00,27,89,3.6,3
3/6/2025,3/6/2025 5:00,27,89,0,3
3/6/2025,3/6/2025 6:00,26.5,92,0,3
3/6/2025,3/6/2025 7:00,28,84,7.6,3
3/6/2025,3/6/2025 8:00,29,79,7.6,3
3/6/2025,3/6/2025 9:00,30.1,78,14.8,3
3/6/2025,3/6/2025 10:00,31,75,9.4,3
3/6/2025,3/6/2025 11:00,33,63,14.8,3
3/6/2025,3/6/2025 12:00,34.4,55,20.5,3
3/6/2025,3/6/2025 13:00,33,63,18.4,3
3/6/2025,3/6/2025 14:00,33,63,24.1,3
3/6/2025,3/6/2025 15:00,34,58,24.1,3
3/6/2025,3/6/2025 16:00,33,63,18.4,3
3/6/2025,3/6/2025 17:00,31,71,24.1,3
3/6/2025,3/6/2025 18:00,30.1,76,18.4,3
3/6/2025,3/6/2025 19:00,28,89,13,3
3/6/2025,3/6/2025 20:00,28,89,13,3
3/6/2025,3/6/2025 21:00,28.1,87,16.6,3
3/6/2025,3/6/2025 22:00,28,89,13,3
3/6/2025,3/6/2025 23:00,28,89,18.4,3
3/7/2025,3/7/2025 0:00,27.7,88,18.4,3
3/7/2025,3/7/2025 1:00,27,94,16.6,3
3/7/2025,3/7/2025 2:00,27,94,13,3
3/7/2025,3/7/2025 3:00,27.4,90,13,3
3/7/2025,3/7/2025 4:00,27.2,92,5.4,3
3/7/2025,3/7/2025 5:00,27,94,5.4,3
3/7/2025,3/7/2025 6:00,27.2,92,0,3
3/7/2025,3/7/2025 7:00,28,89,7.6,3
3/7/2025,3/7/2025 8:00,30,79,13,3
3/7/2025,3/7/2025 9:00,30.8,78,13,3
3/7/2025,3/7/2025 10:00,32,71,16.6,3
3/7/2025,3/7/2025 11:00,33,67,18.4,3
3/7/2025,3/7/2025 12:00,33.9,62,16.6,3
3/7/2025,3/7/2025 13:00,34,60,16.6,3
3/7/2025,3/7/2025 14:00,33,63,27.7,3
3/7/2025,3/7/2025 15:00,33,64,24.1,3
3/7/2025,3/7/2025 16:00,32,67,22.3,3
3/7/2025,3/7/2025 17:00,31,71,18.4,3
3/7/2025,3/7/2025 18:00,30.4,77,18.4,3
3/7/2025,3/7/2025 19:00,30,79,16.6,3
3/7/2025,3/7/2025 20:00,30,79,20.5,3
3/7/2025,3/7/2025 21:00,29.8,80,20.5,3
3/7/2025,3/7/2025 22:00,30,79,14.8,3
3/7/2025,3/7/2025 23:00,29,84,16.6,3
3/8/2025,3/8/2025 0:00,29.3,81,13,3
3/8/2025,3/8/2025 1:00,29,84,9.4,3
3/8/2025,3/8/2025 2:00,29,84,3.6,3
3/8/2025,3/8/2025 3:00,28.8,83,9.4,3
3/8/2025,3/8/2025 4:00,28,89,7.6,3
3/8/2025,3/8/2025 5:00,28,89,7.6,3
3/8/2025,3/8/2025 6:00,27.8,90,7.6,3
3/8/2025,3/8/2025 7:00,28,89,7.6,3
3/8/2025,3/8/2025 8:00,29,84,9.4,3
3/8/2025,3/8/2025 9:00,30.9,77,11.2,3
3/8/2025,3/8/2025 10:00,32,71,7.6,3
3/8/2025,3/8/2025 11:00,33,63,18.4,3
3/8/2025,3/8/2025 12:00,32.6,64,14.8,3
3/8/2025,3/8/2025 13:00,34,60,11.2,3
3/8/2025,3/8/2025 14:00,35,56,14.8,3
3/8/2025,3/8/2025 15:00,34,59,16.6,3
3/8/2025,3/8/2025 16:00,33,63,11.2,3
3/8/2025,3/8/2025 17:00,32,67,11.2,3
3/8/2025,3/8/2025 18:00,29.9,76,18.4,3
3/8/2025,3/8/2025 19:00,30,79,9.4,3
3/8/2025,3/8/2025 20:00,29,84,7.6,3
3/8/2025,3/8/2025 21:00,29.3,82,14.8,3
3/8/2025,3/8/2025 22:00,29,84,14.8,2
3/8/2025,3/8/2025 23:00,29,84,9.4,2
3/9/2025,3/9/2025 0:00,28.8,86,13,3
3/9/2025,3/9/2025 1:00,28,89,9.4,3
3/9/2025,3/9/2025 2:00,28,89,7.6,3
3/9/2025,3/9/2025 3:00,28.3,88,7.6,3
3/9/2025,3/9/2025 4:00,28,89,5.4,3
3/9/2025,3/9/2025 5:00,28,89,7.6,3
3/9/2025,3/9/2025 6:00,27.8,92,7.6,3
3/9/2025,3/9/2025 7:00,28,89,5.4,3
3/9/2025,3/9/2025 8:00,30,84,13,3
3/9/2025,3/9/2025 9:00,31,76,16.6,3
3/9/2025,3/9/2025 10:00,32,67,14.8,3
3/9/2025,3/9/2025 11:00,34,60,18.4,3
3/9/2025,3/9/2025 12:00,34.4,57,20.5,3
3/9/2025,3/9/2025 13:00,35,56,22.3,3
3/9/2025,3/9/2025 14:00,34,60,18.4,3
3/9/2025,3/9/2025 15:00,33.7,61,16.6,3
3/9/2025,3/9/2025 16:00,33,63,16.6,3
3/9/2025,3/9/2025 17:00,32,71,18.4,3
3/9/2025,3/9/2025 18:00,30.1,79,18.4,3
3/9/2025,3/9/2025 19:00,30,84,9.4,3
3/9/2025,3/9/2025 20:00,29,89,13,3
3/9/2025,3/9/2025 21:00,29.5,84,9.4,3
3/9/2025,3/9/2025 22:00,29,89,7.6,3
3/9/2025,3/9/2025 23:00,29,84,13,3
3/10/2025,3/10/2025 0:00,29,87,11.2,3
3/10/2025,3/10/2025 1:00,29,89,11.2,3
3/10/2025,3/10/2025 2:00,29,89,13,3
3/10/2025,3/10/2025 3:00,28.5,88,9.4,3
3/10/2025,3/10/2025 4:00,28,89,5.4,2
3/10/2025,3/10/2025 5:00,28,89,5.4,2
3/10/2025,3/10/2025 6:00,27.6,91,7.6,2
3/10/2025,3/10/2025 7:00,28,89,5.4,3
3/10/2025,3/10/2025 8:00,30,79,11.2,3
3/10/2025,3/10/2025 9:00,31.3,76,18.4,3
3/10/2025,3/10/2025 10:00,33,63,9.4,3
3/10/2025,3/10/2025 11:00,34,60,14.8,3
3/10/2025,3/10/2025 12:00,34.3,58,18.4,3
3/10/2025,3/10/2025 13:00,35,56,16.6,3
3/10/2025,3/10/2025 14:00,35,56,24.1,3
3/10/2025,3/10/2025 15:00,34.3,58,14.8,3
3/10/2025,3/10/2025 16:00,33,63,16.6,3
3/10/2025,3/10/2025 17:00,32,71,18.4,3
3/10/2025,3/10/2025 18:00,30.6,76,11.2,3
3/10/2025,3/10/2025 19:00,29,84,11.2,3
3/10/2025,3/10/2025 20:00,29,84,11.2,3
3/10/2025,3/10/2025 21:00,29.2,86,11.2,3
3/10/2025,3/10/2025 22:00,29,89,7.6,25
3/10/2025,3/10/2025 23:00,29,89,11.2,25
3/11/2025,3/11/2025 0:00,24.4,97,46.4,25
3/11/2025,3/11/2025 1:00,22,100,5.4,25
3/11/2025,3/11/2025 2:00,22,94,14.8,3
3/11/2025,3/11/2025 3:00,22.8,96,5.4,3
3/11/2025,3/11/2025 4:00,23,94,7.6,25
3/11/2025,3/11/2025 5:00,23,100,3.6,25
3/11/2025,3/11/2025 6:00,23.6,96,5.4,25
3/11/2025,3/11/2025 7:00,25,94,3.6,25
3/11/2025,3/11/2025 8:00,28,79,5.4,3
3/11/2025,3/11/2025 9:00,30,81,13,3
3/11/2025,3/11/2025 10:00,31.6,78,18.4,3
3/11/2025,3/11/2025 11:00,32,75,25.9,3
3/11/2025,3/11/2025 12:00,32.5,71,22.3,3
3/11/2025,3/11/2025 13:00,34,67,16.6,3
3/11/2025,3/11/2025 14:00,34,67,18.4,3
3/11/2025,3/11/2025 15:00,33.5,67,20.5,3
3/11/2025,3/11/2025 16:00,33,71,25.9,3
3/11/2025,3/11/2025 17:00,32,75,24.1,3
3/11/2025,3/11/2025 18:00,30.6,78,9.4,3
3/11/2025,3/11/2025 19:00,29.5,85,9.4,3
3/11/2025,3/11/2025 20:00,29,89,7.6,3
3/11/2025,3/11/2025 21:00,29.4,86,7.6,3
3/11/2025,3/11/2025 22:00,29,89,11.2,25
3/11/2025,3/11/2025 23:00,29,89,13,25
3/12/2025,3/12/2025 0:00,29,89,11.2,25
3/12/2025,3/12/2025 1:00,29,89,7.6,25
3/12/2025,3/12/2025 2:00,28,94,7.6,25
3/12/2025,3/12/2025 3:00,28,92,11.2,25
3/12/2025,3/12/2025 4:00,28,89,7.6,25
3/12/2025,3/12/2025 5:00,27,94,11.2,25
3/12/2025,3/12/2025 6:00,27.4,93,5.4,3
3/12/2025,3/12/2025 7:00,28,89,9.4,3
3/12/2025,3/12/2025 8:00,29,79,14.8,3
3/12/2025,3/12/2025 9:00,30,78,18.4,3
3/12/2025,3/12/2025 10:00,31,75,20.5,3
3/12/2025,3/12/2025 11:00,33,71,18.4,3
3/12/2025,3/12/2025 12:00,33.5,65,20.5,3
3/12/2025,3/12/2025 13:00,34,63,20.5,3
3/12/2025,3/12/2025 14:00,33,63,18.4,3
3/12/2025,3/12/2025 15:00,33.2,63,24.1,3
3/12/2025,3/12/2025 16:00,32,67,24.1,3
3/12/2025,3/12/2025 17:00,31.2,71,16.7,3
3/12/2025,3/12/2025 18:00,30,78,24.1,3
3/12/2025,3/12/2025 19:00,29,84,16.6,3
3/12/2025,3/12/2025 20:00,29,84,13,3
3/12/2025,3/12/2025 21:00,28.9,85,13,3
3/12/2025,3/12/2025 22:00,27,94,16.6,3
3/12/2025,3/12/2025 23:00,27,94,16.6,3
3/13/2025,3/13/2025 0:00,26,94,16.6,3
3/13/2025,3/13/2025 1:00,25,94,18.4,3
3/13/2025,3/13/2025 2:00,25,94,11.2,3
3/13/2025,3/13/2025 3:00,26.5,90,13,3
3/13/2025,3/13/2025 4:00,26,94,11.2,3
3/13/2025,3/13/2025 5:00,25,94,13,3
3/13/2025,3/13/2025 6:00,25.2,92,13,3
3/13/2025,3/13/2025 7:00,26,89,11.2,3
3/13/2025,3/13/2025 8:00,27,84,5.4,3
3/13/2025,3/13/2025 9:00,30.3,75,13,3
3/13/2025,3/13/2025 10:00,32,67,11.2,3
3/13/2025,3/13/2025 11:00,32,71,14.8,3
3/13/2025,3/13/2025 12:00,32.3,71,13,3
3/13/2025,3/13/2025 13:00,34,63,20.5,3
3/13/2025,3/13/2025 14:00,33,63,20.5,3
3/13/2025,3/13/2025 15:00,33.6,64,9.4,3
3/13/2025,3/13/2025 16:00,32,71,11.2,3
3/13/2025,3/13/2025 17:00,31,75,22.3,3
3/13/2025,3/13/2025 18:00,30,78,20.5,3
3/13/2025,3/13/2025 19:00,29,84,22.3,3
3/13/2025,3/13/2025 20:00,29,84,20.5,3
3/13/2025,3/13/2025 21:00,29,85,16.6,3
3/13/2025,3/13/2025 22:00,29,84,13,3
3/13/2025,3/13/2025 23:00,29,84,13,3
3/14/2025,3/14/2025 0:00,28.5,86,11.2,3
3/14/2025,3/14/2025 1:00,28.4,86,14.8,3
3/14/2025,3/14/2025 2:00,28,89,13,3
3/14/2025,3/14/2025 3:00,28,86,9.4,3
3/14/2025,3/14/2025 4:00,28,89,9.4,3
3/14/2025,3/14/2025 5:00,28,84,7.6,3
3/14/2025,3/14/2025 6:00,27.3,91,7.6,3
3/14/2025,3/14/2025 7:00,28,89,9.4,3
3/14/2025,3/14/2025 8:00,29,84,13,3
3/14/2025,3/14/2025 9:00,30.6,74,13,3
3/14/2025,3/14/2025 10:00,32,71,14.8,3
3/14/2025,3/14/2025 11:00,33,67,13,3
3/14/2025,3/14/2025 12:00,33.5,68,11.2,3
3/14/2025,3/14/2025 13:00,34,63,13,3
3/14/2025,3/14/2025 14:00,33,63,11.2,3
